,index,asin,Brand,Model,title,image,url,Price,Sales,rating
455,455,B07QFS3L4G,Samsung,Samsung Galaxy M20 M,Samsung Galaxy M20 M205M 32GB Unlocked GSM Phone w/Dual 13 MP & 5 MP Camera - Charcoal Black,https://m.media-amazon.com/images/I/418T9z1d6zL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-M20-Unlocked-Camera/dp/B07QFS3L4G,195.0,29,4.090909090909091
456,456,B07QGG4654,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked Phone (Ocean Blue, 128GB)(Renewed)",https://m.media-amazon.com/images/I/61seKW0ojYL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-T-Mobile-Unlocked-Renewed/dp/B07QGG4654,398.0,80,4.345454545454546
457,457,B07QJ7S66P,HUAWEI,Huawei Mate 20 Pro (,"Huawei Mate 20 Pro (128GB, 6GB RAM) 6.39"" Display, Leica Triple Camera, in-Screen Fingerprint, Global 4G LTE Dual SIM GSM Factory Unlocked LYA-L29 - International Model (Twilight)",https://m.media-amazon.com/images/I/61FXDt-ZxYL._AC_UY218_ML3_.jpg,https://www.amazon.com/Display-Screen-Fingerprint-Unlocked-LYA-L29/dp/B07QJ7S66P,519.99,12,4.333333333333333
458,458,B07QK32C8M,Xiaomi,Xiaomi Redmi Note 7 ,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Space Black)",https://m.media-amazon.com/images/I/51Hc4HmwwbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07QK32C8M,176.94,229,4.142857142857143
459,459,B07QKPPM6X,Samsung,Samsung Galaxy J2 Co,Samsung Galaxy J2 Core 2018 Factory Unlocked 4G LTE (USA Latin Caribbean) Android Oreo SM-J260M Dual Sim 8MP 16GB (Lavender),https://m.media-amazon.com/images/I/51QOj3nwOuL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Unlocked-Caribbean-SM-J260M-Lavender/dp/B07QKPPM6X,99.58,8,4.0
460,460,B07QP7WZ1T,Motorola,Motorola Moto G7 Pow,Motorola Moto G7 Power 32GB+4GB RAM XT1955-2 LTE Factory Unlocked GSM 5000mAh Battery Smartphone (International Version) (Marine Blue),https://m.media-amazon.com/images/I/41KbWOVZW0L._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1955-2-Unlocked-Smartphone-International/dp/B07QP7WZ1T,175.0,84,4.342465753424658
461,461,B07QP9CSFT,Motorola,Motorola One XT1941-,Motorola One XT1941-3 32B Unlocked GSM Dual-SIM Phone w/Dual 13+2 Megapixel Camera - Black,https://m.media-amazon.com/images/I/71HSAqR9qXL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1941-3-Unlocked-Dual-SIM-Megapixel/dp/B07QP9CSFT,147.98,22,3.9411764705882355
462,462,B07QP9R469,Samsung,Samsung Galaxy A70 S,"Samsung Galaxy A70 SM-A705F/DS Dual-SIM (128GB ROM, 6GB RAM, 6.7-Inch, GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Black)",https://m.media-amazon.com/images/I/614JyXnSGFL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A705F-Dual-SIM-6-7-Inch-Smartphone/dp/B07QP9R469,351.87,39,3.6956521739130435
463,463,B07QP9ZMQH,Samsung,Samsung Galaxy A40 S,"Samsung Galaxy A40 SM-A405F/DS Dual-SIM (64GB ROM, 4GB RAM, 5.9-Inch, GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Black)",https://m.media-amazon.com/images/I/91VEhm3hwmL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A405F-Dual-SIM-5-9-Inch-Smartphone/dp/B07QP9ZMQH,274.0,4,4.25
464,464,B07QPTGJP5,Samsung,Samsung Galaxy A50 (,"Samsung Galaxy A50 (A505) 128GB, Dual-SIM, 6.4"" Infinity-U Display, Triple Camera, GSM Unlocked Smartphone - International Model (White)",https://m.media-amazon.com/images/I/81eER5CvlUL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A505FDS-Infinity-U-Unlocked-International/dp/B07QPTGJP5,278.99,42,3.193548387096774
465,465,B07QQYHSR5,Samsung,Samsung Galaxy A50 A,Samsung Galaxy A50 A505G 64GB Duos GSM Unlocked Phone w/Triple 25MP Camera - Blue,https://m.media-amazon.com/images/I/81SMrSvqUWL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Unlocked-Triple-Camera/dp/B07QQYHSR5,299.5,706,4.150214592274678
466,466,B07QTLB1D9,Nokia,Nokia 4.2 - Android ,"Nokia 4.2 - Android One (Pie) - 32 GB - 13+2 MP Dual Camera - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.71"" HD+ Screen - Black - U.S. Warranty",https://m.media-amazon.com/images/I/611ccr6BovL._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-4-2-Unlocked-Smartphone-T-Mobile/dp/B07QTLB1D9,159.0,24,3.55
467,467,B07QWNFKFF,Motorola,Motorola Moto X Forc,"Motorola Moto X Force XT1580 64GB Black, 5.4"", Unlocked GSM Smartphone, International Stock, No Warranty",https://m.media-amazon.com/images/I/41H5hvbeGNL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Unlocked-Smartphone-International-Warranty/dp/B07QWNFKFF,129.0,7,3.0
468,468,B07QY39QBP,HUAWEI,Huawei P30 Lite (128,"Huawei P30 Lite (128GB, 4GB RAM) 6.15"" Display, AI Triple Camera, 32MP Selfie, Dual SIM Global 4G LTE GSM Factory Unlocked MAR-LX3A - International Version (Midnight Black) (Renewed)",https://m.media-amazon.com/images/I/61+EgtMCeHL._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/dp/B07QY39QBP,238.99,3,5.0
469,469,B07QZH7KB9,HUAWEI,Huawei Y7 2019 DUB-L,Huawei Y7 2019 DUB-LX3 32GB Unlocked GSM Phone w/ Dual 13MP + 2MP Camera - Midnight Black (Renewed),https://m.media-amazon.com/images/I/4113cMpozQL._AC_UY218_ML3_.jpg,https://www.amazon.com/Bluetooth-Headphones-Waterproof-Sweatproof-Cancelling/dp/B07QZH7KB9,149.99,2,5.0
470,470,B07R4PP7FF,Xiaomi,Xiaomi Mi 9 64GB + 6,Xiaomi Mi 9 64GB + 6GB RAM - 48MP Ultra High Resolution Camera LTE Factory Unlocked GSM Smartphone (Global Version) (Piano Black),https://m.media-amazon.com/images/I/51OANpTqi8L._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-64GB-6GB-RAM-Resolution/dp/B07R4PP7FF,334.9,84,4.532258064516129
471,471,B07R57VRJ7,Samsung,Samsung Galaxy A70 (,Samsung Galaxy A70 (SM-A7050) 6GB / 128GB 6.7-inches Dual SIM Factory Unlocked - No Warranty (Blue),https://m.media-amazon.com/images/I/61HQhbnTQkL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A7050-6-7-inches-Factory-Unlocked/dp/B07R57VRJ7,350.0,1,5.0
472,472,B07R5ZYR77,Xiaomi,Xiaomi Mi 9 128GB + ,"Xiaomi Mi 9 128GB + 6GB RAM - 48MP Ultra High Resolution Camera LTE Factory Unlocked GSM Smartphone (Global Version, No Warranty) (Piano Black)",https://m.media-amazon.com/images/I/51OANpTqi8L._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-128GB-6GB-RAM-Resolution/dp/B07R5ZYR77,387.0,56,4.7073170731707314
473,473,B07R7DY911,Google,Google - Pixel 3a wi,Google - Pixel 3a with 64GB Memory Cell Phone (Unlocked) - Just Black - G020G,https://m.media-amazon.com/images/I/81T-FKC695L._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/dp/B07R7DY911,347.99,1,3.0
474,474,B07RB78W37,Motorola,Moto Z4 – Unlocked –,"Moto Z4 – Unlocked – 128 GB – Flash Gray (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro - PAF60007US",https://m.media-amazon.com/images/I/81POiya5gbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-Z4-Unlocked-Warranty-PAF60007US/dp/B07RB78W37,399.99,60,3.8536585365853657
475,475,B07RDMLR4V,Apple,"Apple iPhone XS Max,","Apple iPhone XS Max, 256GB, Gray - For AT&T (Renewed)",https://m.media-amazon.com/images/I/81nSsCFeiTL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Max-256GB-Gray/dp/B07RDMLR4V,651.58,230,3.8943661971830985
476,476,B07RFCVTK1,Motorola,Motorola one 4G LTE ,Motorola one 4G LTE Cat 6 (XT1941-4) 4GB / 64GB 5.9-inches Dual SIM Factory Unlocked - International Stock No Warranty (White),https://m.media-amazon.com/images/I/61yCQ76dgiL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1941-4-5-9-inches-Factory-Unlocked/dp/B07RFCVTK1,199.99,1,4.0
477,477,B07RG85WY6,Motorola,Moto E6 - Unlocked S,"Moto E6 - Unlocked Smartphone - Global Version - 16GB - Starry Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro",https://m.media-amazon.com/images/I/911j3igZxmL._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-E6-Unlocked-Smartphone-Warranty/dp/B07RG85WY6,99.99,14,2.888888888888889
478,478,B07RJ16QXJ,Motorola,Motorola One - 64GB ,Motorola One - 64GB - Black/White - Unlocked (Black),https://m.media-amazon.com/images/I/61kX6tnhSUL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-One-Black-White-Unlocked/dp/B07RJ16QXJ,179.99,4,3.0
479,479,B07RKYQSRB,Apple,"Apple iPhone Xs Max,","Apple iPhone Xs Max, AT&T, 64GB - Gray - (Renewed)",https://m.media-amazon.com/images/I/81nSsCFeiTL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Xs-Max-64GB/dp/B07RKYQSRB,619.99,13,4.0
480,480,B07RL93F7T,Samsung,Samsung Galaxy A50 S,"Samsung Galaxy A50 SM-A505G 64GB 4GB RAM 25 MP 6.4"" Factory Unlocked- Black (Renewed)",https://m.media-amazon.com/images/I/71cWAMqNuLL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A505G-Factory-Unlocked-Renewed/dp/B07RL93F7T,264.98,18,3.769230769230769
481,481,B07RM6QYWC,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 9 SM-N960U 128GB Ocean Blue - Verizon (Renewed),https://m.media-amazon.com/images/I/51yoJBR-ACL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-N960U-128GB-Ocean/dp/B07RM6QYWC,399.0,28,3.8095238095238093
482,482,B07RSSVMH8,Motorola,Motorola G7 Play 32G,Motorola G7 Play 32GB GSM Nano-SIM Phone w/ 13MP Camera - Deep Indigo (Renewed),https://m.media-amazon.com/images/I/7143XMZqR1L._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Play-Nano-SIM-Phone-Camera/dp/B07RSSVMH8,121.08,1,1.0
483,483,B07RT1X4FJ,Apple,"Apple iPhone XS, 256","Apple iPhone XS, 256GB, Gray - For AT&T (Renewed)",https://m.media-amazon.com/images/I/61xa10dafvL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-XS-256GB-Gray/dp/B07RT1X4FJ,573.77,198,3.8512396694214877
484,484,B07RWFC6NY,Samsung,Samsung Galaxy A70 1,"Samsung Galaxy A70 128GB/6GB SM-A705M/DS 6.7"" HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version , No Warranty) (Blue)",https://m.media-amazon.com/images/I/41cIrncoPlL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-A70-Infinity-U-Smartphone-International/dp/B07RWFC6NY,334.99,586,4.299748110831234
485,485,B07S41W46Y,HUAWEI,Huawei P30 Lite (128,"Huawei P30 Lite (128GB, 4GB RAM) 6.15"" Display, AI Triple Camera, 32MP Selfie, Dual SIM US + Latin 4G LTE GSM Factory Unlocked MAR-LX3A - International Version (Peacock Blue, 128GB + 64GB SD Bundle)",https://m.media-amazon.com/images/I/61B4bvEcA2L._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/dp/B07S41W46Y,268.0,18,4.5
486,486,B07S4755CM,OnePlus,OnePlus 7 Pro 256GB ,OnePlus 7 Pro 256GB ROM 8GB RAM Factory Unlocked 6.67 inch QHD+ AMOLED 90Hz Display Dual SIM Mirror Gray,https://m.media-amazon.com/images/I/51-QMzEE0HL._AC_UY218_ML3_.jpg,https://www.amazon.com/OnePlus-Factory-Unlocked-AMOLED-Display/dp/B07S4755CM,645.0,28,4.647058823529412
487,487,B07SB1S9TL,Samsung,Samsung Galaxy A20 (,"Samsung Galaxy A20 (32GB, 3GB RAM) 6.4"" Super AMOLED, Infinity-V Display, Fast Charge 4000mAh Battery, US & Global 4G LTE Dual SIM GSM Factory Unlocked A205G/DS - International Model (Black, 32GB)",https://m.media-amazon.com/images/I/612dz3b6IIL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-A20-Infinity-V-Display-Unlocked/dp/B07SB1S9TL,197.0,55,4.088235294117647
488,488,B07SBJPYLW,Motorola,Motorola One Vision ,"Motorola One Vision (128GB) 6.3' Full HD Display, 48MP Camera, Dual SIM US + GLOBAL 4G LTE GSM Factory Unlocked XT1970-1 - International Version (Blue)",https://m.media-amazon.com/images/I/61mBlkYEC4L._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Display-Factory-Unlocked-XT1970-1/dp/B07SBJPYLW,240.0,56,4.222222222222222
489,489,B07SCJNSRT,Samsung,Samsung Galaxy A10 3,"Samsung Galaxy A10 32GB A105G/DS LTE Unlocked GSM 6.2"" HD+ Smartphone - International Version, No Warranty (Blue)",https://m.media-amazon.com/images/I/615wcLMDicL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-DS-Unlocked-Smartphone/dp/B07SCJNSRT,149.98,100,3.765957446808511
490,490,B07SD888PR,Samsung,Samsung Galaxy A10 (,"Samsung Galaxy A10 (32GB, 2GB RAM) 6.2"" HD+ Infinity-V Display, Android Pie, Samsung One UI, US + Global 4G LTE Dual SIM GSM Factory Unlocked A105M/DS - International Model (Black, 32GB)",https://m.media-amazon.com/images/I/61HGi0tNglL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-A10-Infinity-V-Display-Unlocked/dp/B07SD888PR,159.9,15,4.4
491,491,B07SFZ88SY,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 9 N960U 128GB Sprint - Ocean Blue (Renewed),https://m.media-amazon.com/images/I/611AfKCxboL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-N960U-128GB-Sprint/dp/B07SFZ88SY,408.95,4,4.0
492,492,B07SMBJX7X,Motorola,Verizon Prepaid 4G S,Verizon Prepaid 4G Smartphone - Motorola Moto E5 Go - Black - Carrier Locked to Verizon Prepaid,https://m.media-amazon.com/images/I/51QZLnrHScL._AC_UY218_ML3_.jpg,https://www.amazon.com/Verizon-Prepaid-4G-Smartphone-Motorola/dp/B07SMBJX7X,64.57,5,5.0
493,493,B07SQB46KY,Samsung,Samsung Galaxy S10e ,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism Black (Renewed),https://m.media-amazon.com/images/I/71m4jx-b3xL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B07SQB46KY,459.95,15,3.5454545454545454
494,494,B07SRD34FJ,Samsung,Samsung Galaxy S10+ ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Flamingo Pink (Renewed),https://m.media-amazon.com/images/I/31uRHaB2ivL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Verizon-Unlocked-Flamingo-Renewed/dp/B07SRD34FJ,594.98,1,3.0
495,495,B07SRD6SVX,Samsung,Samsung Galaxy S10e ,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism White (Renewed),https://m.media-amazon.com/images/I/71+figFvKvL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B07SRD6SVX,458.95,15,3.5454545454545454
496,496,B07SS3KS2L,Motorola,Moto Z4 – Unlocked –,"Moto Z4 – Unlocked – 128 GB – (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro (W/ 360 Camera Mod) (Flash Gray)",https://m.media-amazon.com/images/I/61V4+8cICGL._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-Z4-Unlocked-Warranty-T-Mobile/dp/B07SS3KS2L,399.99,1,1.0
497,497,B07SSCV7SS,Samsung,Samsung Galaxy S10e ,Samsung Galaxy S10e (SM-G970U) GSM Unlocked + Verizon - 128GB / Prism Blue (Renewed),https://m.media-amazon.com/images/I/71LQ0zYCu0L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-G970U-Unlocked-Verizon/dp/B07SSCV7SS,415.0,1,1.0
498,498,B07STDQDKF,Samsung,Samsung Galaxy S10 V,Samsung Galaxy S10 Verizon + GSM Unlocked 128GB Prism White (Renewed),https://m.media-amazon.com/images/I/71nHQ3SWE+L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B07STDQDKF,534.95,10,3.125
499,499,B07STFZQ9Y,Samsung,Samsung Galaxy S10 V,Samsung Galaxy S10 Verizon + GSM Unlocked 128GB Prism Blue (Renewed),https://m.media-amazon.com/images/I/61PoeRICr+L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B07STFZQ9Y,596.99,10,3.125
500,500,B07SVFGKCJ,Samsung,Samsung Galaxy S10+ ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism Black (Renewed),https://m.media-amazon.com/images/I/41D0pyBkdjL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B07SVFGKCJ,538.99,14,2.5
501,501,B07SVFJ3P5,Samsung,Samsung Galaxy S10+ ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism White (Renewed),https://m.media-amazon.com/images/I/51oYKiSb5TL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B07SVFJ3P5,539.99,5,1.0
502,502,B07SVPKTYK,Apple,Verizon Prepaid - Ap,Verizon Prepaid - Apple iPhone 6S (32GB) - Space Gray,https://m.media-amazon.com/images/I/61ty1FGnI4L._AC_UY218_ML3_.jpg,https://www.amazon.com/Verizon-Prepaid-Apple-iPhone-Space/dp/B07SVPKTYK,211.63,4,1.0
503,503,B07SWFLKYW,Nokia,Nokia 2.2- Android 9,"Nokia 2.2- Android 9.0 Pie - 32 GB - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.71"" HD+ Screen - Black - U.S. Warranty",https://m.media-amazon.com/images/I/61H6LxQvBFL._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-2-2-Android-9-0-Pie/dp/B07SWFLKYW,139.0,8,3.0
505,505,B07T6JXP9J,Motorola,Moto Z3 Play - Unloc,"Moto Z3 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint (Renewed)",https://m.media-amazon.com/images/I/71rybVDKCZL._AC_UY218_ML3_.jpg,https://www.amazon.com/Moto-Z3-Play-Unlocked-Warranty/dp/B07T6JXP9J,189.95,2,5.0
506,506,B07T7MM64L,Xiaomi,"Xiaomi Mi 9T (128GB,","Xiaomi Mi 9T (128GB, 6GB RAM) 6.39"" AMOLED FHD + Full Screen Display, 48MP Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked (Carbon Black)",https://m.media-amazon.com/images/I/61QTazZbBRL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-AMOLED-Display-Factory-Unlocked/dp/B07T7MM64L,298.98,94,4.464285714285714
507,507,B07T9G946J,Nokia,Nokia 3.1 4G LTE Dua,Nokia 3.1 4G LTE Dual Sim Factory Unlocked 16GB 2GB RAM Android 9 Octa Core,https://m.media-amazon.com/images/I/41mYrua0S-L._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-Dual-Factory-Unlocked-Android/dp/B07T9G946J,129.99,2,5.0
508,508,B07TB7DJ2J,Xiaomi,Xiaomi Redmi 7A (32G,"Xiaomi Redmi 7A (32GB, 2GB RAM) 5.45"" Display, Face ID, Dual SIM GSM Factory Unlocked (US + Global 4G LTE International Model) (Black)",https://m.media-amazon.com/images/I/61jNSpaAN5L._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Display-Factory-Unlocked-International/dp/B07TB7DJ2J,99.99,16,4.857142857142857
509,509,B07TD6F34D,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 9 128GB - Lavender Purple - Verizon Wireless (Renewed),https://m.media-amazon.com/images/I/61rXSsjXIWL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-128GB-Lavender/dp/B07TD6F34D,428.99,1,5.0
510,510,B07TDC7BKR,Samsung,Samsung Galaxy A20 S,"Samsung Galaxy A20 SM-A205GDS 32GB, Dual Sim, 6.4"" Infinity-V Display, Dual Rear Camera, 3GB RAM, GSM Unlocked International Model, No Warranty (Red)",https://m.media-amazon.com/images/I/41YVOuezwoL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A205GDS-Infinity-V-Unlocked-International/dp/B07TDC7BKR,190.0,89,3.979591836734694
511,511,B07TDMZ849,Samsung,Samsung Galaxy J2 Pu,"Samsung Galaxy J2 Pure Unlocked 4G LTE J260AZ 16GB Quad Core LCD 5"" 8MP Android 8.1 Desbloqueado",https://m.media-amazon.com/images/I/51nuxZTk8PL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Unlocked-J260AZ-Android-Desbloqueado/dp/B07TDMZ849,94.9,1,1.0
512,512,B07TDNCVW2,Samsung,Samsung Galaxy S10+ ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Blue (Renewed),https://m.media-amazon.com/images/I/41+2bdGS5GL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Renewed/dp/B07TDNCVW2,574.95,14,2.125
513,513,B07TKQ8QYW,Motorola,Motorola Moto G7 Pla,"Motorola Moto G7 Play XT1952 32GB+2GB RAM 5.7"" Max Vision LTE Factory Unlocked (International Model, No Warranty) Deep Indigo (Renewed)",https://m.media-amazon.com/images/I/51GbCdTy6GL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Factory-Unlocked-International-Warranty/dp/B07TKQ8QYW,128.9,3,4.0
514,514,B07TVW6QY5,Samsung,Samsung Galaxy Cellp,"Samsung Galaxy Cellphone S10+ Plus AT&T T-Mobile GSM Unlock (White, 128GB) (Renewed)",https://m.media-amazon.com/images/I/71NCIUGzxaL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Cellphone-T-Mobile-Renewed/dp/B07TVW6QY5,569.0,1,5.0
515,515,B07TYW7CSS,Samsung,Samsung Galaxy A80 S,"Samsung Galaxy A80 SM-A805F/DS 128GB Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Phantom Black)",https://m.media-amazon.com/images/I/81tZ5BjW2ML._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A805F-Dual-SIM-Unlocked-Smartphone/dp/B07TYW7CSS,474.98,23,4.615384615384615
516,516,B07V3TL48P,OnePlus,OnePlus 6T A6013 128,OnePlus 6T A6013 128GB Mirror Black - US Version T-Mobile GSM Unlocked Phone (Renewed),https://m.media-amazon.com/images/I/61TKhxwPTWL._AC_UY218_ML3_.jpg,https://www.amazon.com/OnePlus-A6013-128GB-Mirror-Black/dp/B07V3TL48P,332.95,94,4.36986301369863
517,517,B07V5KS95Y,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 10+ Plus Factory Unlocked Cell Phone with 512GB (U.S. Warranty), Aura Black/ Note10+",https://m.media-amazon.com/images/I/61Y6BSxzezL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Warranty/dp/B07V5KS95Y,999.99,475,4.040909090909091
518,518,B07V5NSD8N,Samsung,Samsung Galaxy A80 S,"Samsung Galaxy A80 SM-A805F/DS Dual Sim (Factory Unlocked) 6.7"" 128GB 8GB RAM (Ghost White)",https://m.media-amazon.com/images/I/61xlXfp3OpL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A805F-DS-Factory-Unlocked/dp/B07V5NSD8N,499.99,17,4.818181818181818
519,519,B07VB9MMMW,Xiaomi,"Xiaomi Mi A3 64GB, 4","Xiaomi Mi A3 64GB, 4GB RAM 6.1' 48MP AI Triple Camera LTE Factory Unlocked Smartphone (International Version) (Kind of Grey)",https://m.media-amazon.com/images/I/41kBtX8-WBL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-International/dp/B07VB9MMMW,163.0,252,4.406451612903226
520,520,B07VD3JH2C,Xiaomi,Xiaomi Mi A3 64GB + ,"Xiaomi Mi A3 64GB + 4GB RAM, Triple Camera, 4G LTE Smartphone - International Global Version (Not just Blue)",https://m.media-amazon.com/images/I/51Xm9ay971L._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-64GB-Triple-Camera-Smartphone/dp/B07VD3JH2C,174.0,252,4.406451612903226
521,521,B07VFPMT2Q,Samsung,Samsung Galaxy A20 (,"Samsung Galaxy A20 (32GB, 3GB RAM) 6.4"" Super AMOLED, Fast Charge 4000mAh Battery, US & Global 4G LTE GSM Factory Unlocked A205G - International Model (Black, 32GB + 32GB SD Bundle (Single SIM))",https://m.media-amazon.com/images/I/61aQ7AWYwjL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-A20-4000mAh-Battery-Unlocked/dp/B07VFPMT2Q,195.0,17,3.5
522,522,B07VGTHTGN,Samsung,Samsung Galaxy A70 1,"Samsung Galaxy A70 128GB/6GB SM-A705MN/DS 6.7"" HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version, No Warranty) (Black) (Renewed)",https://m.media-amazon.com/images/I/614JyXnSGFL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-A705MN-Infinity-U-Smartphone-International/dp/B07VGTHTGN,329.99,2,1.0
523,523,B07VGTS8MJ,Samsung,Samsung Galaxy A10 (,"Samsung Galaxy A10 (32GB, 2GB RAM) 6.2"" Infinity-V Display, Android 9.0 Pie, US + Global 4G LTE Dual SIM Factory Unlocked A105M/DS - GSM International Model (Red, 32GB + 64GB SD Bundle)",https://m.media-amazon.com/images/I/61pPTI6ZisL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-A10-Infinity-V-Display-Unlocked/dp/B07VGTS8MJ,158.42,7,4.428571428571429
