,index,asin,Brand,Model,title,image,url,Price,Sales,rating
284,284,B07C65MFKH,Samsung,Samsung Galaxy S9+ 6,Samsung Galaxy S9+ 64GB Unlocked GSM 4G LTE Phone - Lilac Purple (Renewed),https://m.media-amazon.com/images/I/71DpCsflnsL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G9650-Unlocked-Camera/dp/B07C65MFKH,321.99,1,2.0
285,285,B07C65XFBB,Samsung,Samsung Galaxy S9 Un,Samsung Galaxy S9 Unlocked - 64gb - Midnight Black (Renewed),https://m.media-amazon.com/images/I/41KOSseOOdL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Unlocked-Certified-Refurbished/dp/B07C65XFBB,304.53,1,3.0
286,286,B07C6FCC8G,HUAWEI,Huawei Mate 10 Pro U,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,389.94,602,4.387795275590551
287,287,B07C8H8G4L,HUAWEI,Router Hotspot 4G LT,Router Hotspot 4G LTE Unlocked GSM (LTE USA AT&T T-mobile Metro Pcs Cricket Latin & Caribbean) Huawei E5573s-508 up to 10 wifi users CAT4,https://m.media-amazon.com/images/I/31F-nzxA29L._AC_UY218_ML3_.jpg,https://www.amazon.com/Hotspot-Unlocked-T-mobile-Caribbean-E5573s-508/dp/B07C8H8G4L,78.9,48,3.5238095238095237
288,288,B07CGMQDXW,Apple,"Apple iPhone 8 Plus,","Apple iPhone 8 Plus, 64GB, Space Gray - For Verizon (Renewed)",https://m.media-amazon.com/images/I/71MRY6+c8pL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Plus-Verizon-64GB/dp/B07CGMQDXW,373.53,1,3.4
289,289,B07CHW5KMY,Motorola,Motorola Moto G6 (32,"Motorola Moto G6 (32GB, 3GB RAM) Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1925-2 (Deep Indigo)",https://m.media-amazon.com/images/I/71RO-IMRSvL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1925-2-Unlocked-Smartphone-International/dp/B07CHW5KMY,118.96,212,3.76
290,290,B07CHWMYHP,Motorola,Motorola Moto G6 Plu,"Motorola Moto G6 Plus - 64GB - 5.9"" FHD+, Dual SIM 4G LTE GSM Factory Unlocked Smartphone International Model XT1926-7 (Deep Indigo)",https://m.media-amazon.com/images/I/511i4Qx+e2L._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Moto-Plus-Smartphone-International/dp/B07CHWMYHP,174.94,185,4.1257861635220126
291,291,B07CHWTWYP,Motorola,Motorola Moto G6 Pla,"Motorola Moto G6 Play 32GB - Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Version XT1922-5 (Deep Indigo)",https://m.media-amazon.com/images/I/51ucn49vPUL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1922-5-Unlocked-Smartphone-International/dp/B07CHWTWYP,167.0,115,3.9158878504672896
292,292,B07CJKNL9R,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 5 SM-N920T 32GB T-Mobile GSM Unlocked - White Pearl (Renewed),https://m.media-amazon.com/images/I/61t4j2zIvdL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-N920T-T-Mobile-Unlocked/dp/B07CJKNL9R,151.9,10,2.5714285714285716
293,293,B07CLT3BDN,ASUS,ASUS ZenFone 5Z (ZS6,ASUS ZenFone 5Z (ZS620KL-S845-6G64G) - 6.2” FHD+ 2160x1080 display - 6GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Midnight Blue,https://m.media-amazon.com/images/I/81gTI5HBVyL._AC_UY218_ML3_.jpg,https://www.amazon.com/ASUS-ZenFone-5Z-ZS620KL-S845-6G64G-2160x1080/dp/B07CLT3BDN,499.0,97,4.2682926829268295
294,294,B07CMBB6PH,HUAWEI,HUAWEI P20 Lite (32G,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,229.99,558,4.233400402414487
295,295,B07CT4JC7J,Google,Google Pixel 2 XL 64,Google Pixel 2 XL 64GB Smartphone - Verizon - Just Black (Renewed),https://m.media-amazon.com/images/I/41SBYqOYq6L._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-64GB-Smartphone-Refurbished/dp/B07CT4JC7J,203.51,28,4.24
296,296,B07CZR8YV4,Apple,"Apple iPhone 7 Plus,","Apple iPhone 7 Plus, 128GB, Rose Gold - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/71NwKwSqSAL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-128GB/dp/B07CZR8YV4,295.0,2,3.3
297,297,B07D6TQP6F,Apple,"Apple iPhone X, 256G","Apple iPhone X, 256GB, Silver - For AT&T (Renewed)",https://m.media-amazon.com/images/I/81yZOQEC+NL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-AT-256GB-Refurbished/dp/B07D6TQP6F,476.0,436,3.85
298,298,B07DCB61LG,OnePlus,OnePlus 6 A6000 64GB,"OnePlus 6 A6000 64GB/6GB Mirror Black - Dual Back Cameras, Face & Fingerprint Identification, 6.28"", Android 8.1 - International Version - No Warranty in The USA - GSM ONLY, NO CDMA",https://m.media-amazon.com/images/I/61x5tBufniL._AC_UY218_ML3_.jpg,https://www.amazon.com/OnePlus-A6000-64GB-Mirror-Black/dp/B07DCB61LG,479.0,59,4.528301886792453
299,299,B07DD71K4D,Nokia,Nokia 3.1 - Android ,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - White - U.S. Warranty",https://m.media-amazon.com/images/I/61Rmi1HiNQL._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-3-1-Unlocked-Smartphone-T-Mobile/dp/B07DD71K4D,109.0,64,3.6382978723404253
300,300,B07DDD8PNQ,Nokia,Nokia 3.1 - Android ,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue - U.S. Warranty",https://m.media-amazon.com/images/I/51AzNrwxkUL._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-3-1-Unlocked-Smartphone-T-Mobile/dp/B07DDD8PNQ,159.0,77,3.8833333333333333
301,301,B07DF9R73K,Sony,Sony Xperia XZ2 Prem,"Sony Xperia XZ2 Premium Unlocked Smartphone - Dual SIM - 5.8"" 4K HDR Screen - 64GB - Chrome Black (US Warranty)",https://m.media-amazon.com/images/I/61G48YhuWmL._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Xperia-Premium-Unlocked-Smartphone/dp/B07DF9R73K,629.99,75,4.111111111111111
302,302,B07DP4X68W,Samsung,Samsung Galaxy S8+ P,Samsung Galaxy S8+ Plus 64GB Sprint (Midnight Black) (Renewed),https://m.media-amazon.com/images/I/61XjtWM498L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Sprint-Midnight-Black/dp/B07DP4X68W,289.0,6,4.2
303,303,B07DXCGD56,Samsung,Samsung Galaxy A30 S,Samsung Galaxy A30 Single SIM 32GB (SM-A305G) Unlocked Phone GSM International Version - Blue,https://m.media-amazon.com/images/I/71cy0+OxSFL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-A30-Single-SM-A305G-International/dp/B07DXCGD56,229.99,1,5.0
304,304,B07DZMB1ZK,Samsung,Samsung Galaxy S8+ P,Samsung Galaxy S8+ Plus 64GB T-Mobile GSM Unlocked (Renewed) (Orchid Gray),https://m.media-amazon.com/images/I/61maYWBVjcL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-S8-Plus-T-Mobile/dp/B07DZMB1ZK,289.0,89,4.245901639344262
305,305,B07F2PWRZR,HUAWEI,Huawei Y5 2018 DRA-L,"Huawei Y5 2018 DRA-L23 DUAL SIM FullView Display 5.45"" 4G LTE Quad Core 16GB 8MP Smartphone Factory Unlocked Android GO (International Version- No Warranty) (Gold)",https://m.media-amazon.com/images/I/61heZpXti6L._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-FullView-Smartphone-Unlocked-International/dp/B07F2PWRZR,89.96,52,3.5925925925925926
306,306,B07F3YGL26,Xiaomi,Xiaomi Redmi S2 (32G,"Xiaomi Redmi S2 (32GB 3GB RAM) with AI Smart Selfie & Dual Rear Cameras,5.99""Display,Dual SIM Unlocked,Global Version,No Warranty (Gold)",https://m.media-amazon.com/images/I/41NTLwPYT6L._AC_UY218_ML3_.jpg,https://www.amazon.com/Cameras-Display-Unlocked-Version-Warranty/dp/B07F3YGL26,139.99,1,5.0
307,307,B07FKD3H9Q,Apple,Apple iPad mini 4 (3,"Apple iPad mini 4 (32GB, Wi-Fi + Cellular, Space Gray) (Renewed)",https://m.media-amazon.com/images/I/41B0b1ysbaL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-Wi-Fi-Cellular-Space-Refurbished/dp/B07FKD3H9Q,249.99,10,5.0
308,308,B07FKWT3JP,Sony,Sony Xperia XA1 Plus,"Sony Xperia XA1 Plus G3423 LTE 5.5"" 32GB Factory Unlocked Smartphone International Model - (Gold)",https://m.media-amazon.com/images/I/210XRStw05L._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Factory-Unlocked-Smartphone-International/dp/B07FKWT3JP,179.99,1,4.0
